timestamp,sensor_raw,wear,wear_pct,bad_blocks,ecc_count,temperature,status,rul
1774498450.030689,9,0.0022,0.2,10.2,101.0,40.0,HEALTHY,Normal
1774498451.0098355,85,0.0208,2.1,12.1,110.0,40.2,HEALTHY,Normal
1774498451.9196398,187,0.0457,4.6,14.6,123.0,40.5,HEALTHY,Normal
1774498452.8003452,292,0.0713,7.1,17.1,136.0,40.7,HEALTHY,Normal
1774498453.9247084,376,0.0918,9.2,19.2,146.0,40.9,HEALTHY,Normal
1774498454.6631207,422,0.1031,10.3,20.3,152.0,41.0,HEALTHY,Normal
1774498455.430911,418,0.1021,10.2,20.2,151.0,41.0,HEALTHY,Normal
1774498456.3143306,370,0.0904,9.0,19.0,145.0,40.9,HEALTHY,Normal
1774498457.082979,289,0.0706,7.1,17.1,135.0,40.7,HEALTHY,Normal
1774498458.1358352,199,0.0486,4.9,14.9,124.0,40.5,HEALTHY,Normal
1774498459.0093062,122,0.0298,3.0,13.0,115.0,40.3,HEALTHY,Normal
1774498459.8923829,80,0.0195,2.0,12.0,110.0,40.2,HEALTHY,Normal
1774498460.6508248,85,0.0208,2.1,12.1,110.0,40.2,HEALTHY,Normal
1774498461.8840458,138,0.0337,3.4,13.4,117.0,40.3,HEALTHY,Normal
1774498462.673014,228,0.0557,5.6,15.6,128.0,40.6,HEALTHY,Normal
1774498463.3912754,333,0.0813,8.1,18.1,141.0,40.8,HEALTHY,Normal
1774498464.1016612,433,0.1057,10.6,20.6,153.0,41.1,HEALTHY,Normal
1774498464.8360918,502,0.1226,12.3,22.3,161.0,41.2,HEALTHY,Normal
1774498465.6399424,527,0.1287,12.9,22.9,164.0,41.3,HEALTHY,Normal
1774498466.8234594,503,0.1228,12.3,22.3,161.0,41.2,HEALTHY,Normal
1774498467.5578225,438,0.107,10.7,20.7,153.0,41.1,HEALTHY,Normal
1774498468.2670653,351,0.0857,8.6,18.6,143.0,40.9,HEALTHY,Normal
1774498469.0594807,263,0.0642,6.4,16.4,132.0,40.6,HEALTHY,Normal
1774498469.8667603,199,0.0486,4.9,14.9,124.0,40.5,HEALTHY,Normal
1774498470.7202914,177,0.0432,4.3,14.3,122.0,40.4,HEALTHY,Normal
1774498472.5717523,203,0.0496,5.0,15.0,125.0,40.5,HEALTHY,Normal
1774498473.4349997,274,0.0669,6.7,16.7,133.0,40.7,HEALTHY,Normal
1774498475.851308,374,0.0913,9.1,19.1,146.0,40.9,HEALTHY,Normal
1774498476.8338468,479,0.117,11.7,21.7,158.0,41.2,HEALTHY,Normal
1774498477.6935441,568,0.1387,13.9,23.9,169.0,41.4,HEALTHY,Normal
1774498478.8510828,619,0.1512,15.1,25.1,176.0,41.5,HEALTHY,Normal
1774498479.9622772,623,0.1521,15.2,25.2,176.0,41.5,HEALTHY,Normal
1774498480.2177706,579,0.1414,14.1,24.1,171.0,41.4,HEALTHY,Normal
1774498481.1425505,502,0.1226,12.3,22.3,161.0,41.2,HEALTHY,Normal
1774498482.161528,412,0.1006,10.1,20.1,150.0,41.0,HEALTHY,Normal
1774498483.0862653,332,0.0811,8.1,18.1,141.0,40.8,HEALTHY,Normal
1774498487.0501168,0,0.0,0.0,10.0,100.0,40.0,HEALTHY,Normal
1774498489.0589752,0,0.0,0.0,10.0,100.0,40.0,HEALTHY,Normal
1774498491.6202643,284,0.0694,6.9,16.9,135.0,40.7,HEALTHY,Normal
1774498492.728347,283,0.0691,6.9,16.9,135.0,40.7,HEALTHY,Normal
1774498494.0071332,330,0.0806,8.1,18.1,140.0,40.8,HEALTHY,Normal
1774498494.945539,416,0.1016,10.2,20.2,151.0,41.0,HEALTHY,Normal
1774498495.845705,520,0.127,12.7,22.7,163.0,41.3,HEALTHY,Normal
1774498497.6126952,0,0.0,0.0,10.0,100.0,40.0,HEALTHY,Normal
1774498498.8742483,0,0.0,0.0,10.0,100.0,40.0,HEALTHY,Normal
1774498500.2772858,622,0.1519,15.2,25.2,176.0,41.5,HEALTHY,Normal
1774498501.177979,696,0.17,17.0,27.0,185.0,41.7,HEALTHY,Normal
1774498502.0276427,727,0.1775,17.8,27.8,189.0,41.8,HEALTHY,Normal
1774498502.7973707,710,0.1734,17.3,27.3,187.0,41.7,HEALTHY,Normal
1774498503.9945223,649,0.1585,15.8,25.8,179.0,41.6,HEALTHY,Normal
1774498505.38098,563,0.1375,13.7,23.7,169.0,41.4,HEALTHY,Normal
1774498506.2274044,475,0.116,11.6,21.6,158.0,41.2,HEALTHY,Normal
1774498507.009985,407,0.0994,9.9,19.9,150.0,41.0,HEALTHY,Normal
1774498507.7096012,378,0.0923,9.2,19.2,146.0,40.9,HEALTHY,Normal
1774498508.5005,398,0.0972,9.7,19.7,149.0,41.0,HEALTHY,Normal
1774498509.533355,464,0.1133,11.3,21.3,157.0,41.1,HEALTHY,Normal
1774498510.720405,561,0.137,13.7,23.7,168.0,41.4,HEALTHY,Normal
1774498511.721319,667,0.1629,16.3,26.3,181.0,41.6,HEALTHY,Normal
1774498512.545894,759,0.1853,18.5,28.5,193.0,41.9,HEALTHY,Normal
1774498513.322793,816,0.1993,19.9,29.9,200.0,42.0,HEALTHY,Normal
1774498514.2068079,826,0.2017,20.2,30.2,201.0,42.0,HEALTHY,Normal
1774498514.9971397,789,0.1927,19.3,29.3,196.0,41.9,HEALTHY,Normal
1774498515.9656658,714,0.1744,17.4,27.4,187.0,41.7,HEALTHY,Normal
1774498516.74273,625,0.1526,15.3,25.3,176.0,41.5,HEALTHY,Normal
1774498517.4930615,542,0.1324,13.2,23.2,166.0,41.3,HEALTHY,Normal
1774498518.2644026,489,0.1194,11.9,21.9,160.0,41.2,HEALTHY,Normal
1774498519.024074,481,0.1175,11.7,21.7,159.0,41.2,HEALTHY,Normal
1774498519.7506323,522,0.1275,12.7,22.7,164.0,41.3,HEALTHY,Normal
1774498520.492379,604,0.1475,14.7,24.7,174.0,41.5,HEALTHY,Normal
1774498521.2651868,707,0.1726,17.3,27.3,186.0,41.7,HEALTHY,Normal
1774498522.223877,810,0.1978,19.8,29.8,199.0,42.0,HEALTHY,Normal
1774498523.1619647,890,0.2173,21.7,31.7,209.0,42.2,HEALTHY,Normal
1774498524.0927064,927,0.2264,22.6,32.6,213.0,42.3,HEALTHY,Normal
1774498524.9670837,916,0.2237,22.4,32.4,212.0,42.2,HEALTHY,Normal
1774498525.764699,860,0.21,21.0,31.0,205.0,42.1,HEALTHY,Normal
1774498526.5790715,776,0.1895,18.9,28.9,195.0,41.9,HEALTHY,Normal
1774498527.5435817,687,0.1678,16.8,26.8,184.0,41.7,HEALTHY,Normal
1774498528.4942434,615,0.1502,15.0,25.0,175.0,41.5,HEALTHY,Normal
1774498529.2913873,580,0.1416,14.2,24.2,171.0,41.4,HEALTHY,Normal
1774498530.1301153,594,0.1451,14.5,24.5,173.0,41.5,HEALTHY,Normal
1774498530.9757137,654,0.1597,16.0,26.0,180.0,41.6,HEALTHY,Normal
1774498531.85091,748,0.1827,18.3,28.3,191.0,41.8,HEALTHY,Normal
1774498532.6284623,854,0.2085,20.9,30.9,204.0,42.1,HEALTHY,Normal
1774498533.6123843,950,0.232,23.2,33.2,216.0,42.3,HEALTHY,Normal
1774498534.377665,1012,0.2471,24.7,34.7,224.0,42.5,HEALTHY,Normal
1774498535.2809615,1029,0.2513,25.1,35.1,226.0,42.5,HEALTHY,Normal
1774498536.4087045,997,0.2435,24.3,34.3,222.0,42.4,HEALTHY,Normal
1774498537.119765,927,0.2264,22.6,32.6,213.0,42.3,HEALTHY,Normal
1774498537.7975066,838,0.2046,20.5,30.5,202.0,42.0,HEALTHY,Normal
1774498538.59648,753,0.1839,18.4,28.4,192.0,41.8,HEALTHY,Normal
1774498539.7141829,695,0.1697,17.0,27.0,185.0,41.7,HEALTHY,Normal
1774498540.9306269,681,0.1663,16.6,26.6,183.0,41.7,HEALTHY,Normal
1774498541.7213016,715,0.1746,17.5,27.5,187.0,41.7,HEALTHY,Normal
1774498542.6229222,792,0.1934,19.3,29.3,197.0,41.9,HEALTHY,Normal
1774498543.3569713,895,0.2186,21.9,31.9,209.0,42.2,HEALTHY,Normal
1774498544.1124818,999,0.244,24.4,34.4,222.0,42.4,HEALTHY,Normal
1774498544.9662623,1082,0.2642,26.4,36.4,232.0,42.6,HEALTHY,Normal
1774498545.7049282,1126,0.275,27.5,37.5,237.0,42.7,HEALTHY,Normal
1774498546.4605684,1121,0.2737,27.4,37.4,237.0,42.7,HEALTHY,Normal
1774498547.299425,1071,0.2615,26.2,36.2,231.0,42.6,HEALTHY,Normal
1774498548.1419814,989,0.2415,24.2,34.2,221.0,42.4,HEALTHY,Normal
1774498548.9476764,900,0.2198,22.0,32.0,210.0,42.2,HEALTHY,Normal
1774498549.7625556,824,0.2012,20.1,30.1,201.0,42.0,HEALTHY,Normal
1774498550.544524,783,0.1912,19.1,29.1,196.0,41.9,HEALTHY,Normal
1774498551.3208284,790,0.1929,19.3,29.3,196.0,41.9,HEALTHY,Normal
1774498552.2516332,845,0.2063,20.6,30.6,203.0,42.1,HEALTHY,Normal
1774498553.8945272,935,0.2283,22.8,32.8,214.0,42.3,HEALTHY,Normal
1774498554.6449263,1041,0.2542,25.4,35.4,227.0,42.5,HEALTHY,Normal
1774498555.327141,1139,0.2781,27.8,37.8,239.0,42.8,HEALTHY,Normal
1774498556.0358186,1208,0.295,29.5,39.5,247.0,42.9,HEALTHY,Normal
1774498556.75845,1231,0.3006,30.1,40.1,250.0,43.0,WARNING,45 days
1774498557.4736776,1205,0.2943,29.4,39.4,247.0,42.9,HEALTHY,Normal
1774498558.1607332,1139,0.2781,27.8,37.8,239.0,42.8,HEALTHY,Normal
1774498558.8882015,1051,0.2567,25.7,35.7,228.0,42.6,HEALTHY,Normal
1774498559.5972912,964,0.2354,23.5,33.5,218.0,42.4,HEALTHY,Normal
1774498560.3124826,901,0.22,22.0,32.0,210.0,42.2,HEALTHY,Normal
1774498561.0607672,881,0.2151,21.5,31.5,208.0,42.2,HEALTHY,Normal
1774498561.753297,909,0.222,22.2,32.2,211.0,42.2,HEALTHY,Normal
1774498562.4897833,981,0.2396,24.0,34.0,220.0,42.4,HEALTHY,Normal
1774498563.2914658,1082,0.2642,26.4,36.4,232.0,42.6,HEALTHY,Normal
1774498564.0275915,1187,0.2899,29.0,39.0,245.0,42.9,HEALTHY,Normal
1774498564.7691247,1274,0.3111,31.1,41.1,256.0,43.1,WARNING,45 days
1774498565.5047398,1324,0.3233,32.3,42.3,262.0,43.2,WARNING,45 days
1774498566.2074902,1326,0.3238,32.4,42.4,262.0,43.2,WARNING,45 days
1774498566.9392648,1281,0.3128,31.3,41.3,256.0,43.1,WARNING,45 days
1774498567.7074287,1202,0.2935,29.4,39.4,247.0,42.9,HEALTHY,Normal
1774498568.4621148,1112,0.2716,27.2,37.2,236.0,42.7,HEALTHY,Normal
1774498569.1635451,1033,0.2523,25.2,35.2,226.0,42.5,HEALTHY,Normal
1774498569.864068,987,0.241,24.1,34.1,221.0,42.4,HEALTHY,Normal
1774498570.661568,987,0.241,24.1,34.1,221.0,42.4,HEALTHY,Normal
1774498571.4179792,1036,0.253,25.3,35.3,226.0,42.5,HEALTHY,Normal
1774498572.1264157,1123,0.2742,27.4,37.4,237.0,42.7,HEALTHY,Normal
1774498572.801956,1228,0.2999,30.0,40.0,250.0,43.0,WARNING,45 days
1774498573.4668596,1329,0.3245,32.5,42.5,262.0,43.2,WARNING,45 days
1774498574.1587877,1402,0.3424,34.2,44.2,271.0,43.4,WARNING,45 days
1774498574.8651292,1431,0.3495,34.9,44.9,275.0,43.5,WARNING,45 days
1774498575.5695398,1412,0.3448,34.5,44.5,272.0,43.4,WARNING,45 days
1774498576.277512,1350,0.3297,33.0,43.0,265.0,43.3,WARNING,45 days
1774498576.9494846,1263,0.3084,30.8,40.8,254.0,43.1,WARNING,45 days
1774498577.6914783,1176,0.2872,28.7,38.7,244.0,42.9,HEALTHY,Normal
1774498578.4254005,1109,0.2708,27.1,37.1,235.0,42.7,HEALTHY,Normal
1774498579.150054,1082,0.2642,26.4,36.4,232.0,42.6,HEALTHY,Normal
1774498579.8461843,1103,0.2694,26.9,36.9,235.0,42.7,HEALTHY,Normal
1774498580.5514202,1171,0.286,28.6,38.6,243.0,42.9,HEALTHY,Normal
1774498581.3423998,1268,0.3096,31.0,41.0,255.0,43.1,WARNING,45 days
1774498582.0188673,1374,0.3355,33.6,43.6,268.0,43.4,WARNING,45 days
1774498582.720276,1466,0.358,35.8,45.8,279.0,43.6,WARNING,45 days
1774498583.442867,1521,0.3714,37.1,47.1,286.0,43.7,WARNING,45 days
1774498584.1518342,1529,0.3734,37.3,47.3,287.0,43.7,WARNING,45 days
1774498584.8635485,1490,0.3639,36.4,46.4,282.0,43.6,WARNING,45 days
1774498585.560938,1415,0.3455,34.6,44.6,273.0,43.5,WARNING,45 days
1774498586.2629128,1325,0.3236,32.4,42.4,262.0,43.2,WARNING,45 days
1774498586.9472828,1243,0.3035,30.4,40.4,252.0,43.0,WARNING,45 days
1774498587.6575286,1192,0.2911,29.1,39.1,246.0,42.9,HEALTHY,Normal
1774498588.358235,1186,0.2896,29.0,39.0,245.0,42.9,HEALTHY,Normal
1774498589.0447779,1228,0.2999,30.0,40.0,250.0,43.0,WARNING,45 days
1774498589.7383099,1311,0.3201,32.0,42.0,260.0,43.2,WARNING,45 days
1774498590.5125902,1415,0.3455,34.6,44.6,273.0,43.5,WARNING,45 days
1774498591.226532,1518,0.3707,37.1,47.1,285.0,43.7,WARNING,45 days
1774498591.9351082,1596,0.3897,39.0,49.0,295.0,43.9,WARNING,45 days
1774498592.5999887,1631,0.3983,39.8,49.8,299.0,44.0,WARNING,45 days
1774498593.2960844,1618,0.3951,39.5,49.5,298.0,44.0,WARNING,45 days
1774498594.0571246,1561,0.3812,38.1,48.1,291.0,43.8,WARNING,45 days
1774498594.752462,1477,0.3607,36.1,46.1,280.0,43.6,WARNING,45 days
1774498595.454664,1388,0.3389,33.9,43.9,269.0,43.4,WARNING,45 days
1774498596.1697752,1317,0.3216,32.2,42.2,261.0,43.2,WARNING,45 days
1774498596.8409772,1284,0.3136,31.4,41.4,257.0,43.1,WARNING,45 days
1774498597.5502717,1299,0.3172,31.7,41.7,259.0,43.2,WARNING,45 days
1774498598.2486143,1360,0.3321,33.2,43.2,266.0,43.3,WARNING,45 days
1774498598.9782522,1455,0.3553,35.5,45.5,278.0,43.6,WARNING,45 days
1774498599.6742043,1561,0.3812,38.1,48.1,291.0,43.8,WARNING,45 days
1774498600.4528651,1656,0.4044,40.4,50.4,302.0,44.0,WARNING,45 days
1774498601.1563985,1717,0.4193,41.9,51.9,310.0,44.2,WARNING,45 days
1774498601.8366537,1732,0.423,42.3,52.3,311.0,44.2,WARNING,45 days
1774498602.5884285,1699,0.4149,41.5,51.5,307.0,44.1,WARNING,45 days
1774498603.251214,1627,0.3973,39.7,49.7,299.0,44.0,WARNING,45 days
1774498603.9283803,1538,0.3756,37.6,47.6,288.0,43.8,WARNING,45 days
1774498604.607246,1454,0.3551,35.5,45.5,278.0,43.6,WARNING,45 days
1774498605.3125834,1397,0.3411,34.1,44.1,271.0,43.4,WARNING,45 days
1774498606.0683177,1385,0.3382,33.8,43.8,269.0,43.4,WARNING,45 days
1774498606.7671945,1421,0.347,34.7,44.7,274.0,43.5,WARNING,45 days
1774498607.4655962,1499,0.3661,36.6,46.6,283.0,43.7,WARNING,45 days
1774498608.1816454,1602,0.3912,39.1,49.1,296.0,43.9,WARNING,45 days
1774498608.9472654,1706,0.4166,41.7,51.7,308.0,44.2,WARNING,45 days
1774498609.647834,1788,0.4366,43.7,53.7,318.0,44.4,WARNING,45 days
1774498610.32382,1830,0.4469,44.7,54.7,323.0,44.5,WARNING,45 days
1774498611.105478,1824,0.4454,44.5,54.5,323.0,44.5,WARNING,45 days
1774498611.792468,1772,0.4327,43.3,53.3,316.0,44.3,WARNING,45 days
1774498612.5550756,1690,0.4127,41.3,51.3,306.0,44.1,WARNING,45 days
1774498613.301413,1600,0.3907,39.1,49.1,295.0,43.9,WARNING,45 days
1774498614.0032957,1525,0.3724,37.2,47.2,286.0,43.7,WARNING,45 days
1774498614.692216,1486,0.3629,36.3,46.3,281.0,43.6,WARNING,45 days
1774498615.412208,1495,0.3651,36.5,46.5,283.0,43.7,WARNING,45 days
1774498616.1355062,1551,0.3788,37.9,47.9,289.0,43.8,WARNING,45 days
1774498616.8479946,1643,0.4012,40.1,50.1,301.0,44.0,WARNING,45 days
1774498617.5580866,1748,0.4269,42.7,52.7,313.0,44.3,WARNING,45 days
1774498618.257695,1846,0.4508,45.1,55.1,325.0,44.5,WARNING,45 days
1774498618.9822843,1913,0.4672,46.7,56.7,334.0,44.7,WARNING,45 days
1774498619.7124429,1934,0.4723,47.2,57.2,336.0,44.7,WARNING,45 days
1774498620.4758549,1907,0.4657,46.6,56.6,333.0,44.7,WARNING,45 days
1774498621.1594932,1840,0.4493,44.9,54.9,325.0,44.5,WARNING,45 days
1774498621.8726778,1752,0.4278,42.8,52.8,314.0,44.3,WARNING,45 days
1774498622.5593858,1665,0.4066,40.7,50.7,303.0,44.1,WARNING,45 days
1774498623.2803159,1604,0.3917,39.2,49.2,296.0,43.9,WARNING,45 days
1774498624.0022414,1585,0.3871,38.7,48.7,294.0,43.9,WARNING,45 days
1774498624.6639206,1615,0.3944,39.4,49.4,297.0,43.9,WARNING,45 days
1774498625.3500934,1688,0.4122,41.2,51.2,306.0,44.1,WARNING,45 days
1774498626.067698,1789,0.4369,43.7,53.7,318.0,44.4,WARNING,45 days
1774498626.7786725,1894,0.4625,46.3,56.3,331.0,44.6,WARNING,45 days
1774498627.5143616,1980,0.4835,48.4,58.4,342.0,44.8,WARNING,45 days
1774498628.222429,2029,0.4955,49.5,59.5,348.0,45.0,WARNING,45 days
1774498628.9272373,2029,0.4955,49.5,59.5,348.0,45.0,WARNING,45 days
1774498629.6390703,1982,0.484,48.4,58.4,342.0,44.8,WARNING,45 days
1774498630.2961707,1903,0.4647,46.5,56.5,332.0,44.6,WARNING,45 days
1774498630.9696798,1813,0.4427,44.3,54.3,321.0,44.4,WARNING,45 days
1774498631.6736593,1735,0.4237,42.4,52.4,312.0,44.2,WARNING,45 days
1774498632.3868942,1690,0.4127,41.3,51.3,306.0,44.1,WARNING,45 days
1774498633.1471772,1692,0.4132,41.3,51.3,307.0,44.1,WARNING,45 days
1774498634.2956214,1742,0.4254,42.5,52.5,313.0,44.3,WARNING,45 days
1774498636.4579008,1830,0.4469,44.7,54.7,323.0,44.5,WARNING,45 days
1774498638.6444085,1935,0.4725,47.3,57.3,336.0,44.7,WARNING,45 days
1774498639.7150195,2036,0.4972,49.7,59.7,349.0,45.0,WARNING,45 days
1774498640.5017135,2107,0.5145,51.5,61.5,357.0,45.1,WARNING,45 days
1774498641.370629,2135,0.5214,52.1,62.1,361.0,45.2,WARNING,45 days
1774498642.2325742,2114,0.5162,51.6,61.6,358.0,45.2,WARNING,45 days
1774498643.0220342,2051,0.5009,50.1,60.1,350.0,45.0,WARNING,45 days
1774498643.7880442,1964,0.4796,48.0,58.0,340.0,44.8,WARNING,45 days
1774498644.5834253,1877,0.4584,45.8,55.8,329.0,44.6,WARNING,45 days
1774498645.34343,1811,0.4422,44.2,54.2,321.0,44.4,WARNING,45 days
1774498646.6039171,1785,0.4359,43.6,53.6,318.0,44.4,WARNING,45 days
1774498647.4585989,1809,0.4418,44.2,54.2,321.0,44.4,WARNING,45 days
1774498648.5353744,1877,0.4584,45.8,55.8,329.0,44.6,WARNING,45 days
1774498649.3446004,1976,0.4825,48.3,58.3,341.0,44.8,WARNING,45 days
1774498650.2668688,2081,0.5082,50.8,60.8,354.0,45.1,WARNING,45 days
1774498651.0706615,2172,0.5304,53.0,63.0,365.0,45.3,WARNING,45 days
1774498651.7124326,2226,0.5436,54.4,64.4,372.0,45.4,WARNING,45 days
1774498652.3183317,2232,0.5451,54.5,64.5,373.0,45.5,WARNING,45 days
1774498652.9204466,2192,0.5353,53.5,63.5,368.0,45.4,WARNING,45 days
1774498653.5242696,2116,0.5167,51.7,61.7,358.0,45.2,WARNING,45 days
1774498654.1185918,2026,0.4947,49.5,59.5,347.0,44.9,WARNING,45 days
1774498654.7451315,1944,0.4747,47.5,57.5,337.0,44.7,WARNING,45 days
1774498655.4403718,1894,0.4625,46.3,56.3,331.0,44.6,WARNING,45 days
1774498656.2220895,1890,0.4615,46.2,56.2,331.0,44.6,WARNING,45 days
1774498656.9169831,1934,0.4723,47.2,57.2,336.0,44.7,WARNING,45 days
1774498657.6397767,2018,0.4928,49.3,59.3,346.0,44.9,WARNING,45 days
1774498658.3071916,2122,0.5182,51.8,61.8,359.0,45.2,WARNING,45 days
1774498658.9903228,2225,0.5433,54.3,64.3,372.0,45.4,WARNING,45 days
1774498659.7074394,2301,0.5619,56.2,66.2,381.0,45.6,WARNING,45 days
1774498660.4019852,2335,0.5702,57.0,67.0,385.0,45.7,WARNING,45 days
1774498661.088961,2321,0.5668,56.7,66.7,383.0,45.7,WARNING,45 days
1774498661.7621186,2263,0.5526,55.3,65.3,376.0,45.5,WARNING,45 days
1774498662.480457,2177,0.5316,53.2,63.2,366.0,45.3,WARNING,45 days
1774498663.1573348,2089,0.5101,51.0,61.0,355.0,45.1,WARNING,45 days
1774498663.8875813,2018,0.4928,49.3,59.3,346.0,44.9,WARNING,45 days
1774498664.5876973,1987,0.4852,48.5,58.5,343.0,44.9,WARNING,45 days
1774498665.2925518,2004,0.4894,48.9,58.9,345.0,44.9,WARNING,45 days
1774498665.9894288,2067,0.5048,50.5,60.5,352.0,45.0,WARNING,45 days
1774498666.6327977,2163,0.5282,52.8,62.8,364.0,45.3,WARNING,45 days
1774498667.3253045,2269,0.5541,55.4,65.4,377.0,45.5,WARNING,45 days
