pe_cycles,temperature,retention_days,wear_level,ecc_correction_history,optimal_voltage_shift_mv
4911,46.57290285477167,313.55346974224113,98.22,40.102514562839495,98.72871828235925
3342,65.03079791784234,354.08264258587525,66.84,26.130888326089064,83.09942120702223
4551,33.001056982278726,350.5135699411456,91.02,37.49087309688925,95.31805183359161
3798,83.26320985617153,80.7035474813951,75.96000000000001,29.121685730156447,60.42583102790071
1275,42.749838985745185,82.45910054910807,25.5,6.855121394358793,28.614700619456023
1016,74.98134890331428,133.60720070281002,20.32,2.8703336295616575,26.329405233106364
337,81.44881422091015,113.22667588491193,6.74,3.7126132985403846,16.48262656938006
878,76.20640758689464,111.54934630008587,17.560000000000002,7.680163891537612,27.66431923763134
1076,24.35939735011878,220.90410175430833,21.52,9.41197160421655,32.05740232209667
4887,62.26996522497164,294.0469224954867,97.74000000000001,39.333639234488324,98.07341289212347
3993,27.80589592715083,341.92037864622904,79.86,28.021747196571873,90.28931389498827
4859,20.368095034176786,24.76907468072631,97.18,37.578977096560095,74.30977783732459
379,23.365923856299382,101.462143880202,7.580000000000001,2.8311124596761226,14.997976218171036
492,79.54969776905872,93.08002730667856,9.84,2.476194527717952,17.569580232562956
2062,79.0501284269256,130.46547720445056,41.24,17.633946288056666,44.097713641472936
3884,34.6785852046622,154.8820060368184,77.68,30.762116704422628,71.41355415617161
64,55.558978961910704,142.0475871716029,1.28,1.828094332680323,15.88698986728859
2568,82.07683704728521,347.53373142413795,51.35999999999999,22.854304207475693,63.878234184798174
2027,52.28589843028956,159.55210547080083,40.54,17.103382139034103,44.45974336998463
2695,45.582558309474265,201.33128844597314,53.900000000000006,21.898226427510053,55.99382234121896
1495,51.4111651129006,273.2511473773559,29.9,9.33137375567589,48.37909688764945
391,71.36402450087637,264.65595090008037,7.82,3.246085235381175,33.46750610859995
4514,51.02304611466029,212.78206684351758,90.28,32.905750463683034,86.7134997357461
4474,70.91304928335401,314.20368857720433,89.48,33.378978323196755,94.58404072861575
3561,48.060333966660636,227.82617776340214,71.22,29.067343128768048,75.06273262125026
2278,36.38036862873989,319.2869792968388,45.56,15.692714039861198,61.54838593609521
3099,41.220727438210346,110.50949896261388,61.980000000000004,29.328834871593575,56.500647035071395
200,25.058525201415787,48.1886420733675,4.0,3.42740524743611,8.580575615079777
4875,52.32977438660296,299.12496664048325,97.5,39.09927292729924,98.14032591044523
3104,29.627210117786497,139.61903641084191,62.08,19.24245071012191,61.06981584783508
4598,72.75055541175763,237.6458686490527,91.96,32.98829085873383,96.14322867915688
2454,47.33838732019812,269.1185867114016,49.08,24.189879740954925,59.71372752092955
3645,69.72515105946201,119.24932353094587,72.89999999999999,28.064030929794374,68.28895147735741
804,82.03992779001118,184.38463682806426,16.08,8.799324318804421,24.182981108757865
2731,75.21606673136034,326.648178025919,54.620000000000005,20.80728663110131,64.88427517872034
2773,81.84513918347828,321.1245308620422,55.46,20.1858445887169,71.2189081795024
1570,56.91587424659747,273.515333292159,31.4,10.427313438482155,46.595296697687665
2690,30.746088208735223,278.39992915937836,53.800000000000004,18.45012605845629,61.6862604429876
3840,80.80073702194053,327.6548239146862,76.8,31.854693712964394,88.38830246509976
1028,76.4527853887901,268.7613213608194,20.560000000000002,8.985042395759839,39.10609343567758
502,76.18684441935035,123.94865614577583,10.040000000000001,2.9349589977042205,21.82503351445852
4493,65.0628377815667,44.08567806860681,89.86,31.792901796267216,73.89869752882093
870,60.61955704209516,153.98769649077911,17.4,6.460555699304505,30.03989853087063
4488,20.957052970986545,31.88034678659186,89.75999999999999,37.0251527322333,70.31387504067057
206,68.62351449072756,42.25633360163777,4.12,6.066592267898722,9.155606783025265
1484,25.949782636382373,346.8128138853479,29.68,13.921431600815659,50.17534759528728
863,36.88381084666743,246.69874061990876,17.26,7.288433447875721,32.75293025109406
2790,55.846869197836895,310.83717567165917,55.800000000000004,20.628640219852077,70.28297282167112
563,49.362618016942704,234.65820554482409,11.26,6.997255623995796,26.383608849424167
4191,21.02533533514399,152.76711036602595,83.82,33.757164847108015,79.08765407193057
1757,73.5590287993613,9.182955598477708,35.14,14.37254350626294,27.093562438811972
1678,77.12206227558522,348.8805184958887,33.56,15.785738119019191,55.17748450053191
3242,64.32174132728984,25.890352299192152,64.84,25.44899740295349,52.03627056885901
4636,55.16941081269346,222.7095190972389,92.72,38.88205193268676,91.27460840345834
1059,82.44795952846565,37.30417228163812,21.18,6.070789397333617,25.835643568590157
1722,27.797153503632476,103.71390268519245,34.44,12.347800845038144,36.17125491048659
3314,67.9641534882243,67.82337191406008,66.28,27.455135295286297,62.503455623762754
3157,28.343439838187862,202.10667403299001,63.13999999999999,25.13629140129629,62.57567920925743
2625,44.81991193002202,323.7825009695665,52.5,20.479712539999593,66.26510492138394
2729,58.05649309611362,232.00214234616638,54.58,19.454628664120314,57.6539147310001
1597,67.9106998827829,242.42862711978512,31.94,14.697526628981944,42.72981244312413
3060,20.24154651767896,331.75999611785545,61.199999999999996,21.178827467005757,76.04158596435254
2693,36.93886261416545,273.54020820945345,53.86,23.297344605586577,63.149097174302796
4891,54.983025441638326,316.0738802801719,97.82,39.22989416815491,99.4257205144232
3627,54.63678914549795,151.98311352885085,72.54,29.149052406885975,66.07827983128033
1363,61.44571827150716,315.85506328682385,27.26,10.805071715634279,50.21341786212327
1981,39.75048275643446,235.73940682653324,39.62,14.118864329213574,48.92842285252357
1663,55.13440132078082,49.49684070058841,33.26,13.23395463890733,27.646770340012292
1529,32.336140533247466,14.130065553979119,30.580000000000002,12.96325381875925,25.433629242721846
2038,32.14669393622461,89.07256099531129,40.760000000000005,17.12823831260603,40.50789984208207
3302,57.476657622469446,138.09762182174228,66.03999999999999,26.216148252675293,62.38595299015079
2237,64.55571802794717,305.7122711195127,44.74,17.669667041889436,59.01458681137096
1306,27.825997834283715,270.5542633142333,26.119999999999997,10.20689768321396,42.52293991358429
4029,27.981343623774517,348.71214064952494,80.58,31.719561811497428,85.35377585809164
2675,56.74467494492928,204.0988015424747,53.5,17.87058471589635,60.674178631251635
1282,37.55622389843696,272.925702836918,25.64,9.215021445777941,43.69105492229874
709,45.505941645672436,100.47843561355803,14.180000000000001,3.594402721128584,23.536207424153645
4744,46.048649097092564,248.0459309067871,94.88,37.627990454313455,90.33162969794729
4413,31.605935853519565,257.74518892574446,88.26,33.469213390927585,83.35571121741825
3748,20.08545117299072,309.67159487313984,74.96000000000001,30.67381631746862,77.3308175038632
4779,75.45486764798548,195.78728146940557,95.58,40.608555427480134,87.36783854762514
663,66.47512797834975,236.8868788722396,13.26,4.664567684909301,27.949120688208794
1998,64.88500627751176,74.11281568828808,39.96,16.528421311371346,40.064348579793936
3445,55.52283397736578,268.9170678961547,68.89999999999999,26.61369838134062,73.94190012668014
3743,65.56302754757783,306.02027876364934,74.86,29.737425506942376,82.51365635482814
1495,80.81974454059568,216.71427735804198,29.9,14.68153876839483,41.17995565821577
3304,63.26879285490393,42.22117876658235,66.08000000000001,23.341484168422483,54.9519569895105
3763,37.23094112528425,114.1929350538592,75.26,28.75546504233714,69.05731700941124
1853,57.08640336315837,173.56284761912084,37.059999999999995,15.035228851322536,48.60236480023884
4659,48.751086218803664,247.16427286203447,93.17999999999999,36.93806851543374,94.2873908283187
1291,56.167243522289716,116.91939437080728,25.82,9.577780713100852,31.056292483139718
3581,53.64468103183363,306.7062337387767,71.61999999999999,26.28788049324923,79.50376971765365
3457,75.82039353985022,135.7032738483723,69.14,28.521013187827545,69.36950995001263
1636,62.367006719769364,15.635267000640686,32.72,12.886043609181575,25.463076952411637
3696,32.26930106571676,289.8079620844898,73.92,30.853849276479707,79.86634103190691
2999,24.096090626899105,235.14145687153004,59.98,26.070168096210324,61.26549702575581
3152,47.58364626428755,292.71412057670466,63.04,25.13210496703084,76.10767160337835
698,21.0146904467524,127.34478184241613,13.96,8.235356206309389,25.66600312585662
2160,40.68933007916682,6.435020135715728,43.2,19.370850831535513,30.655129036547766
4097,43.92139551354967,26.919817135107195,81.94,31.903107112091757,61.25918908629497
4737,44.41327681064506,40.80728495580193,94.74000000000001,40.82509030529914,74.57905324672262
854,83.65775158105302,293.87886602683113,17.080000000000002,8.144132796218944,41.341234426563936
3474,39.75355700321043,110.02368534145742,69.48,30.348032160930753,60.08594594312571
1707,37.239787199610376,364.2329559391989,34.14,9.998621672172286,53.97479588204489
2777,28.40976051939018,276.81176472136315,55.54,23.556775953608316,66.79610624269556
1733,53.21557431936983,219.42155787793462,34.660000000000004,14.487277841460052,46.42181744767705
4931,29.988829903885343,359.02108537869503,98.61999999999999,37.814075237675226,103.59114195827475
3510,60.05915632750099,115.45285373552903,70.19999999999999,25.082732219355766,64.42339154461737
202,30.085385630992718,60.44968272922747,4.04,1.315066989709308,9.834532252017064
3255,57.483765654348076,269.1046339227301,65.10000000000001,26.139879363872094,75.06961209588633
4218,73.7075005463507,101.50043325821919,84.36,32.56747356464708,76.83985031868453
4496,22.764101178741022,350.7784787443664,89.92,34.46766275075488,94.80319326072117
766,47.28355336968338,360.6452989713124,15.32,5.029657463112946,41.86068944353522
4389,49.96818286922431,338.13760418425414,87.78,33.76517560002897,93.04115649286516
2327,71.4196893260773,344.83804346198383,46.54,20.478012724996418,66.56718422738483
2931,50.41451607646037,224.7140083569714,58.620000000000005,21.84146508210378,60.93151582112385
197,56.88982611966081,252.6233070925499,3.94,0.0,22.00224721303414
1930,71.42827648322462,34.399847587033456,38.6,17.01152911365151,33.11829111868905
3582,56.384302040403895,278.5133083009714,71.64,30.484358174777604,71.93065046532008
608,43.289461878772855,73.75312752306647,12.16,4.623296883190227,5.728009658004403
3272,25.579748045337848,306.7190117920997,65.44,23.920608899184394,75.71839633033235
1147,67.44451591831753,350.9591145230155,22.939999999999998,5.297501246379822,49.31768042045331
4282,76.62397976054008,77.51783464539776,85.64,34.325638232226076,70.46443568706306
3397,83.05419490631067,28.48135792605178,67.94,28.201297373779003,55.981925050189616
2511,80.22899225015195,176.6199008327798,50.22,18.462342746824238,59.35609394741639
1794,71.83216407416117,288.9155207611328,35.88,15.956047262179421,52.29742902809706
659,61.825675595972335,281.2836620293859,13.18,2.408823441989969,38.49680909179818
2811,70.79490947899149,254.33875456465324,56.220000000000006,22.63099560617032,63.14784281792164
1369,48.08544133538442,299.55403643568053,27.38,6.884081074942528,46.771287448579116
1986,58.66045396140427,63.870748697230724,39.72,13.990288722267424,38.506816642634845
146,42.665487594047036,237.95728162837028,2.92,0.0,21.267732903095958
3219,41.23609897372488,221.07295030264217,64.38000000000001,26.880231231018133,66.52278969854248
2911,69.1849652629422,56.002579172288,58.220000000000006,23.970146182658603,50.23496263764528
1734,49.50563084973151,151.2658807830699,34.68,18.76979911887392,37.47694127208428
1843,33.7904820905169,311.1733475479848,36.86,15.13252077356149,54.33041074944826
488,33.125980526221284,354.7076584775783,9.76,3.044471147414203,40.45871585589553
2976,75.84620350204568,242.8820148157334,59.519999999999996,21.745309626341523,70.44880270093589
1959,64.05443213357363,336.5084803249792,39.18,17.64361376498193,64.56499867141547
2385,55.492994768277526,48.197969162947324,47.699999999999996,24.365756749781145,40.41092819667029
2919,46.061017839763366,355.89709185967575,58.379999999999995,25.370002312084655,72.3863344019789
4736,48.003130401163176,12.229872200960415,94.72,38.31143741019804,75.63466968540762
1802,23.733287622671348,192.44963481695203,36.04,14.555552563781244,47.391778768942125
4061,49.569159416409775,106.21804025684898,81.22,29.22478710953935,74.51766904467065
3369,71.70456919043532,297.0768239764554,67.38,28.711548576446777,79.03803346349059
262,45.21912120619595,79.40342571559141,5.24,0.6596656684281037,9.574339469392854
623,44.932781415311766,4.2084634075956595,12.46,2.5808267003490064,9.187461018237203
1016,21.021577896253707,151.3324526212105,20.32,7.753615351486718,29.655294765915347
3643,49.759292066274455,23.399419148252356,72.86,27.585985119604572,59.69859132273075
4976,21.646947441617847,105.88378775352841,99.52,37.96028862687053,83.48357151952243
2049,57.07271282056947,234.96790745834485,40.98,15.414203492080139,53.14772645855913
3723,52.940919802850416,107.56665946504658,74.46000000000001,26.002791389455655,66.7919778974196
4548,74.60055243005993,89.71452797224993,90.96,35.8630148273203,80.64109457251897
3108,57.815739710171876,56.75591702067394,62.160000000000004,25.346036291721035,51.74057835303872
4090,41.02277809594399,49.33788004084921,81.8,30.740769832736774,62.648344051090504
2056,53.55501561209942,191.93794121121803,41.120000000000005,19.142431866986843,44.479995352023984
3170,65.48091312374473,248.75006337436707,63.4,24.215550450634954,67.88784650642026
1682,26.10764670167488,165.24762009350698,33.64,11.300176391173107,37.749048242341836
2255,60.3698157505782,45.11513115246543,45.1,19.673862432042455,39.74226965320067
1154,79.58070832856865,236.4310493253571,23.080000000000002,9.361014002614882,36.84144543399087
4499,39.443469216030884,203.34949288739793,89.98,38.675744245143825,82.01025350525828
3191,60.730631166966795,139.16554117188818,63.82,28.742760459849254,56.81670477880849
1696,73.38641427276582,120.46711015099494,33.92,10.805097534120815,38.55788555009876
3991,53.26741583351057,66.85080526980182,79.82000000000001,36.380645298520804,67.2676251581754
4723,66.66866971132501,53.39930247348177,94.46,33.08087625152626,78.35237448299034
4682,40.215672001801906,123.65166848107528,93.64,34.91944384148488,80.30087632268527
1648,39.893799440134416,15.195360297761171,32.96,10.51050565033471,32.88930998427532
1445,63.392961416906445,159.3690056724772,28.9,14.25721301098254,33.41745001881713
4199,65.85157680827645,219.57448418900162,83.98,34.63014299697499,83.3566431879983
3923,80.90563046828935,343.7038104819051,78.46,31.936713531467255,82.94401595317889
253,34.61450735666834,228.427272296374,5.06,0.0,24.65425202913638
3183,50.43414374571799,227.78775710240342,63.660000000000004,25.41860843878341,65.66623850339096
2557,36.28337575565294,136.66140404531606,51.13999999999999,25.332396224181743,46.71052664067537
98,25.20599045721595,48.66076204258358,1.96,1.815143473763203,7.712117851547679
2200,46.2099843165867,163.1322434383824,44.0,16.943709924619135,44.243744043161044
2961,44.315248573733214,218.51685645964258,59.21999999999999,25.850552903559528,61.15187687820868
4973,37.57821779884222,264.2722627793685,99.46000000000001,40.075392807004036,100.14942841329928
4433,39.30466792406207,301.52167247183223,88.66000000000001,34.464184960462525,92.63867747972797
3777,43.42676741283307,93.41375360486435,75.53999999999999,28.8573998484514,64.69530829208358
2869,84.27444613070608,88.04532745817893,57.379999999999995,24.03660206810071,53.8575902266161
3234,70.89225478787321,206.3344500331491,64.68,25.30947023812897,66.61413797394715
3791,24.641078070648952,206.5955418440667,75.82,30.66216461203614,76.29382860685422
956,76.70685647163562,79.55094579651262,19.12,3.000567452570529,23.276787937246485
4067,61.16471621591364,214.42848827821467,81.34,32.3170552897786,77.742712288601
160,77.8885944079241,126.24578024065413,3.2,0.0,11.137560103158194
4493,42.21112966346483,233.349945390701,89.86,38.018360138919476,91.11058037986665
1300,50.19372621276172,106.2313204903536,26.0,8.281805844524602,25.758231693708414
4911,78.25475872502705,216.1865041061254,98.22,37.757536976752704,96.31858620796932
3987,37.7172538343893,280.4331650514769,79.74,29.191345243406207,81.12021247668989
1527,79.507556955952,357.75795313120733,30.54,13.873864581913466,52.71183091719374
1218,73.8524812893775,332.5398406121914,24.36,10.77800842248473,51.540592209368235
4496,83.73626615910408,183.79164277452008,89.92,33.77495775183524,83.44646301271102
4735,41.0767431560636,178.24741541093059,94.69999999999999,36.0281325208492,86.08873716450407
3104,35.32395670031092,159.7605021665483,62.08,26.4174761971738,64.22263812518275
2735,41.50634830797233,10.128968265853029,54.7,25.965848759339426,45.30602167686112
4555,82.05223673926778,60.57339158248551,91.10000000000001,37.33573963155699,78.42454984387392
954,41.6497642434412,21.60401723098036,19.08,9.928444229523844,15.216035288980443
4565,56.73876829722048,254.1696059429921,91.3,35.992008122108594,88.4341735196156
3446,46.239153368123425,150.8306473296304,68.92,25.443239934488204,67.25844086735837
1045,45.75430939131576,23.276005493874493,20.9,8.025057543284444,19.36366546780947
1693,32.56960964213859,252.05990334366257,33.86,15.715760908854833,46.70633760472821
3436,54.91017015184335,235.2190899321995,68.72,26.355526622520443,68.85065645981861
562,75.21127657286844,262.78643320203145,11.24,3.803156310737631,30.35476396848848
2485,23.2165258810016,218.93945298297274,49.7,24.32966746449226,50.572743143850815
3354,77.7997285881224,58.96193938075869,67.08,30.35974503260472,58.503710809452905
225,63.255742733924464,22.408188675891616,4.5,2.0865542466303597,8.964952386015545
4893,60.08797523736869,298.2564541328686,97.86,41.50278836617366,102.41390916079278
959,60.68351514005949,78.7702846225411,19.18,5.294290074203959,18.770413707566764
4548,39.25753933704051,198.02317277307677,90.96,37.713888814467325,87.65014931167016
3067,46.984392751438705,177.1042103772483,61.339999999999996,24.749658992860056,61.83493778788733
815,71.95385038377395,336.18417725932767,16.3,7.363028569976336,45.10320791562007
4754,39.91476740085882,201.6405127118189,95.08,35.34304845603028,83.62835599753815
4642,50.55131362222529,211.70616316631,92.84,34.03602520558367,93.29738196240697
3120,21.276097640197467,116.61933730627165,62.4,23.83919457750669,56.335692664998845
16,67.68129294080794,349.9235661455613,0.32,0.0,31.52108530511528
1243,47.15064148410937,223.51644274482067,24.86,8.045136729079019,35.906492148441956
2205,54.14831995078424,1.8178400108091974,44.1,22.81195307899999,32.417490253701686
2524,27.45480565769931,202.9700262632616,50.480000000000004,22.655164244428818,56.69234882479197
1069,84.4614248711834,132.81086673139845,21.38,9.244860507261642,29.01805490637276
3444,39.66040875401499,11.720954569073758,68.88,28.45233076248326,59.03286844036048
2565,61.27432800376927,157.51567171008583,51.300000000000004,21.354016623764206,52.642166401892226
1060,57.78036241554025,282.35176825819985,21.2,8.098140674153198,43.292146322323184
2327,71.03099325512437,183.8831521540723,46.54,19.263132153653604,51.78647952603248
3420,39.09940211542744,233.40256644109806,68.4,29.253908404366445,62.99038260736241
301,69.13527742482043,233.5056349879157,6.02,1.946495088605499,24.68076208962779
4276,44.86261249457273,244.92204540645082,85.52,37.0956418662827,87.75141898746752
606,46.72546278001269,141.47261101753003,12.120000000000001,4.361214183651931,22.71058503725372
3170,63.72631422164006,135.05176625574842,63.4,23.375246027537464,59.373956801671234
699,70.97857516313047,1.6733539410254683,13.98,6.116664477607617,14.115050565804523
1139,63.34633134783634,56.291198093056195,22.78,8.72695988146473,27.926063081771403
190,78.4921688371249,347.0457276652663,3.8,1.0092924781022576,36.93245694322925
2300,38.53533691815437,307.4821012626966,46.0,20.160235842653176,56.26561982578006
980,78.54008758662671,100.41457964731458,19.6,7.113359471485193,25.949166583161794
2975,28.506129186319615,146.43506135791088,59.5,21.933549048403233,57.9734070657748
1184,62.86947073694874,343.07128303539105,23.68,8.691308313312438,44.42363325312688
3327,55.595992339711536,91.41223503705567,66.53999999999999,25.13687931195168,57.06568601671707
3394,52.151336127013316,194.37453379045942,67.88,25.65031156486429,65.65081798710399
127,40.20928187604159,8.059121180222665,2.54,2.973333360640961,1.4705716811019292
2065,52.74262844503522,226.2032152687744,41.3,14.4753719190902,46.5767566529647
1816,30.51526816500571,339.47686333365414,36.32,14.765129929425898,55.03808540454675
569,44.00586137375892,322.9313354666081,11.379999999999999,3.8875587353836565,38.21261327630419
1895,26.41425963645203,183.21876552904962,37.9,14.940077698154308,42.25019786491278
2733,57.17002898611077,237.11931988116555,54.66,17.79066328810051,67.15223990605863
3863,26.224912602975753,207.97634081484918,77.25999999999999,32.19163387590956,79.4801181931432
4721,30.42240185383577,24.445599116274064,94.42,37.20679263866713,73.0432316897778
4014,25.555342096686285,57.934072710012245,80.28,34.05500965141689,65.08579883167067
2901,44.78519159688506,351.7933198909623,58.02,24.007580934936577,77.23764502398127
1686,74.72729953719265,93.42857435816073,33.72,13.584919024839996,33.62424319394978
3009,78.94826545619881,140.32396387518577,60.18,24.086813912110845,60.234920189817565
154,24.67281454900087,185.7646724033951,3.08,5.710933489857798,20.951156052472456
2537,61.245759156005754,357.38322722856964,50.739999999999995,18.689827187885157,67.56076917125462
1409,64.48505259848477,251.84762977386842,28.18,11.856179954037772,43.61023750378322
4057,54.69504625808157,229.8034516715833,81.14,32.93368848922355,77.64776143080448
784,63.354015995520484,191.40598994091366,15.68,3.044931972309621,26.155748610464205
3175,35.189896503801194,255.74616132701337,63.5,25.282251034617456,74.0289728206152
4341,51.82687376823604,242.36580004284653,86.82,31.612957968623224,87.71717517547047
2806,45.406930187328854,329.53692567525843,56.120000000000005,22.312174146657195,72.35608275033331
537,25.83101684357602,197.76988645808726,10.74,1.0507223134941603,26.10072900495385
1841,60.66116858196178,153.84844468952878,36.82,15.490625065824265,42.71332034519456
2455,52.1889875236505,294.614140243313,49.1,17.12022722980901,60.91081720166022
524,37.88631174866791,291.9209171606887,10.48,4.168237198014386,37.98396948379336
2950,50.789541926219144,61.99029987441193,59.0,20.351047691555596,47.3846634232427
4131,70.39437119583769,86.42907921760631,82.62,33.99917207252317,68.11377373495208
4780,72.10775458252415,349.9029653743926,95.6,38.08287640427207,100.67702333486646
4115,62.219198368708994,162.09998150957043,82.3,32.552051403393,78.3587359395989
2368,50.40360917101064,189.6761542338842,47.36,19.224078559660715,53.21363866392681
3847,57.42372654825012,113.20844547163057,76.94,31.82352581637047,66.6052150606329
4495,45.02599913811511,175.59092335753402,89.9,34.241430102073075,82.24809142849901
2701,28.226162294625485,271.3251616264144,54.02,21.573959366097636,61.99480763631498
971,45.06533883009597,176.05596057424148,19.42,6.835457176779414,31.144351490270317
1166,54.471629144526226,114.8964081849128,23.32,11.932051236114965,27.452368943065128
4929,58.924210952287964,35.04036660394743,98.58,38.61549025660666,84.09033960035181
2774,80.82706344355036,338.81545499622075,55.48,20.583247798539162,71.07058124957852
1982,70.52667392699004,318.1551053226919,39.64,12.846964124490954,57.14505812642305
853,29.879516493904028,288.8482043226486,17.06,6.289102753365138,39.20979475372807
4146,31.321843432440325,253.33590180253626,82.92,31.786266372308727,85.30640231365021
3736,26.532159350584013,188.16110782446296,74.72,30.610759131669735,75.56025619099681
3769,67.98181226935966,327.54982693469435,75.38,30.59612783724926,88.32114402026596
574,65.89794810197071,288.9710521709232,11.48,5.654256946799022,33.658874006225716
3261,84.11358861029727,297.84395726592885,65.22,23.569684068140567,79.54106499932907
1148,53.931522148182665,112.98592264480526,22.96,3.71878636897472,27.195922384032517
1715,73.71697037517733,154.56226979187537,34.300000000000004,13.718037458144806,37.73468097857824
4777,57.46859081178119,257.98282640498934,95.54,39.86236830891462,94.46976249494864
4933,76.81563631428341,135.43774067083012,98.66,38.67674786924301,89.04344680812896
